filepath,filename,category,category_encoded
processed/images/ROADS/roads_0631.jpg,roads_0631.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0755.jpg,street_lighting_0755.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0005.jpg,waste_management_0005.jpg,WASTE_MANAGEMENT,3
processed/images/TREES_ENVIRONMENT/trees_environment_0123.jpg,trees_environment_0123.jpg,TREES_ENVIRONMENT,4
processed/images/WATER_DRAINAGE/water_drainage_0273.jpg,water_drainage_0273.jpg,WATER_DRAINAGE,2
processed/images/STREET_LIGHTING/street_lighting_0655.jpg,street_lighting_0655.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_0872.jpg,roads_0872.jpg,ROADS,0
processed/images/ROADS/roads_0152.jpg,roads_0152.jpg,ROADS,0
processed/images/ROADS/roads_1797.png,roads_1797.png,ROADS,0
processed/images/ROADS/roads_0644.jpg,roads_0644.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0336.jpg,street_lighting_0336.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_0477.jpg,street_lighting_0477.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_1709.png,roads_1709.png,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0990.jpg,street_lighting_0990.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0063.jpg,waste_management_0063.jpg,WASTE_MANAGEMENT,3
processed/images/ROADS/roads_0814.jpg,roads_0814.jpg,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_1230.jpg,trees_environment_1230.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1285.jpg,public_infrastructure_1285.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0188.jpg,roads_0188.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0622.jpg,public_infrastructure_0622.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0797.jpg,public_infrastructure_0797.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1274.jpg,public_infrastructure_1274.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0069.jpg,public_infrastructure_0069.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WASTE_MANAGEMENT/waste_management_0082.jpg,waste_management_0082.jpg,WASTE_MANAGEMENT,3
processed/images/STREET_LIGHTING/street_lighting_0928.jpg,street_lighting_0928.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0421.jpg,waste_management_0421.jpg,WASTE_MANAGEMENT,3
processed/images/ROADS/roads_1215.jpg,roads_1215.jpg,ROADS,0
processed/images/ROADS/roads_0457.jpg,roads_0457.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0391.jpg,public_infrastructure_0391.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0149.jpg,public_infrastructure_0149.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0477.jpg,public_infrastructure_0477.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/STREET_LIGHTING/street_lighting_0233.jpg,street_lighting_0233.jpg,STREET_LIGHTING,1
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1317.jpg,public_infrastructure_1317.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0932.jpg,trees_environment_0932.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_0356.jpg,trees_environment_0356.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0584.jpg,public_infrastructure_0584.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0131.jpg,roads_0131.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0310.jpg,street_lighting_0310.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0201.jpg,waste_management_0201.jpg,WASTE_MANAGEMENT,3
processed/images/WASTE_MANAGEMENT/waste_management_0690.jpg,waste_management_0690.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0241.jpg,public_infrastructure_0241.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0409.jpg,public_infrastructure_0409.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0322.jpg,public_infrastructure_0322.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_1677.png,roads_1677.png,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_0511.jpg,trees_environment_0511.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_0937.jpg,roads_0937.jpg,ROADS,0
processed/images/ROADS/roads_1265.png,roads_1265.png,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_0305.jpg,trees_environment_0305.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_0190.jpg,roads_0190.jpg,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_0562.jpg,trees_environment_0562.jpg,TREES_ENVIRONMENT,4
processed/images/STREET_LIGHTING/street_lighting_0144.jpg,street_lighting_0144.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_0856.jpg,street_lighting_0856.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_1045.jpg,street_lighting_1045.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_1922.png,roads_1922.png,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0364.jpg,public_infrastructure_0364.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WASTE_MANAGEMENT/waste_management_0252.jpg,waste_management_0252.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0794.jpg,public_infrastructure_0794.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0339.jpg,public_infrastructure_0339.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0049.jpg,roads_0049.jpg,ROADS,0
processed/images/ROADS/roads_0964.jpg,roads_0964.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1343.jpg,public_infrastructure_1343.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0388.jpg,roads_0388.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0463.jpg,public_infrastructure_0463.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0257.jpg,roads_0257.jpg,ROADS,0
processed/images/ROADS/roads_1054.jpg,roads_1054.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1128.jpg,public_infrastructure_1128.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0263.jpg,roads_0263.jpg,ROADS,0
processed/images/ROADS/roads_0444.jpg,roads_0444.jpg,ROADS,0
processed/images/WASTE_MANAGEMENT/waste_management_0548.jpg,waste_management_0548.jpg,WASTE_MANAGEMENT,3
processed/images/ROADS/roads_0931.jpg,roads_0931.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1016.jpg,public_infrastructure_1016.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0218.jpg,trees_environment_0218.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_1352.png,roads_1352.png,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0621.jpg,street_lighting_0621.jpg,STREET_LIGHTING,1
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0946.jpg,public_infrastructure_0946.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0769.jpg,public_infrastructure_0769.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0754.jpg,trees_environment_0754.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1328.jpg,public_infrastructure_1328.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0867.jpg,roads_0867.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0712.jpg,public_infrastructure_0712.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_1114.jpg,trees_environment_1114.jpg,TREES_ENVIRONMENT,4
processed/images/STREET_LIGHTING/street_lighting_0060.jpg,street_lighting_0060.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_0526.jpg,street_lighting_0526.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_1090.jpg,street_lighting_1090.jpg,STREET_LIGHTING,1
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0486.jpg,public_infrastructure_0486.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0770.jpg,trees_environment_0770.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1323.jpg,public_infrastructure_1323.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WASTE_MANAGEMENT/waste_management_0845.jpg,waste_management_0845.jpg,WASTE_MANAGEMENT,3
processed/images/WASTE_MANAGEMENT/waste_management_0081.jpg,waste_management_0081.jpg,WASTE_MANAGEMENT,3
processed/images/WATER_DRAINAGE/water_drainage_0065.jpg,water_drainage_0065.jpg,WATER_DRAINAGE,2
processed/images/ROADS/roads_0046.jpg,roads_0046.jpg,ROADS,0
processed/images/ROADS/roads_1557.png,roads_1557.png,ROADS,0
processed/images/ROADS/roads_0248.jpg,roads_0248.jpg,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_0066.jpg,trees_environment_0066.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_0442.jpg,roads_0442.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0453.jpg,street_lighting_0453.jpg,STREET_LIGHTING,1
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0068.jpg,public_infrastructure_0068.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0265.jpg,trees_environment_0265.jpg,TREES_ENVIRONMENT,4
processed/images/WASTE_MANAGEMENT/waste_management_0365.jpg,waste_management_0365.jpg,WASTE_MANAGEMENT,3
processed/images/STREET_LIGHTING/street_lighting_0021.jpg,street_lighting_0021.jpg,STREET_LIGHTING,1
processed/images/TREES_ENVIRONMENT/trees_environment_0143.jpg,trees_environment_0143.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_0089.jpg,trees_environment_0089.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_0680.jpg,roads_0680.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0344.jpg,street_lighting_0344.jpg,STREET_LIGHTING,1
processed/images/TREES_ENVIRONMENT/trees_environment_0522.jpg,trees_environment_0522.jpg,TREES_ENVIRONMENT,4
processed/images/STREET_LIGHTING/street_lighting_0360.jpg,street_lighting_0360.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_0491.jpg,street_lighting_0491.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_1432.png,roads_1432.png,ROADS,0
processed/images/WASTE_MANAGEMENT/waste_management_0371.jpg,waste_management_0371.jpg,WASTE_MANAGEMENT,3
processed/images/WASTE_MANAGEMENT/waste_management_0096.jpg,waste_management_0096.jpg,WASTE_MANAGEMENT,3
processed/images/ROADS/roads_0139.jpg,roads_0139.jpg,ROADS,0
processed/images/ROADS/roads_0585.jpg,roads_0585.jpg,ROADS,0
processed/images/ROADS/roads_0567.jpg,roads_0567.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0112.jpg,street_lighting_0112.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0159.jpg,waste_management_0159.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0381.jpg,public_infrastructure_0381.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/STREET_LIGHTING/street_lighting_0722.jpg,street_lighting_0722.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_0730.jpg,street_lighting_0730.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0140.jpg,waste_management_0140.jpg,WASTE_MANAGEMENT,3
processed/images/STREET_LIGHTING/street_lighting_0598.jpg,street_lighting_0598.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_0099.jpg,roads_0099.jpg,ROADS,0
processed/images/ROADS/roads_0217.jpg,roads_0217.jpg,ROADS,0
processed/images/WATER_DRAINAGE/water_drainage_0142.jpg,water_drainage_0142.jpg,WATER_DRAINAGE,2
processed/images/ROADS/roads_1323.png,roads_1323.png,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1321.jpg,public_infrastructure_1321.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0153.jpg,trees_environment_0153.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_1200.jpg,trees_environment_1200.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0237.jpg,public_infrastructure_0237.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_1490.png,roads_1490.png,ROADS,0
processed/images/WASTE_MANAGEMENT/waste_management_0608.jpg,waste_management_0608.jpg,WASTE_MANAGEMENT,3
processed/images/TREES_ENVIRONMENT/trees_environment_0856.jpg,trees_environment_0856.jpg,TREES_ENVIRONMENT,4
processed/images/WATER_DRAINAGE/water_drainage_0238.jpg,water_drainage_0238.jpg,WATER_DRAINAGE,2
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0228.jpg,public_infrastructure_0228.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WASTE_MANAGEMENT/waste_management_0289.jpg,waste_management_0289.jpg,WASTE_MANAGEMENT,3
processed/images/WASTE_MANAGEMENT/waste_management_0694.jpg,waste_management_0694.jpg,WASTE_MANAGEMENT,3
processed/images/WASTE_MANAGEMENT/waste_management_0161.jpg,waste_management_0161.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1114.jpg,public_infrastructure_1114.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/STREET_LIGHTING/street_lighting_0705.jpg,street_lighting_0705.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_0617.jpg,roads_0617.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0945.jpg,street_lighting_0945.jpg,STREET_LIGHTING,1
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0724.jpg,public_infrastructure_0724.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0287.jpg,trees_environment_0287.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1468.jpg,public_infrastructure_1468.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_0337.jpg,roads_0337.jpg,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_1211.jpg,trees_environment_1211.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_1191.jpg,roads_1191.jpg,ROADS,0
processed/images/WASTE_MANAGEMENT/waste_management_0597.jpg,waste_management_0597.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1245.jpg,public_infrastructure_1245.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WASTE_MANAGEMENT/waste_management_0882.jpg,waste_management_0882.jpg,WASTE_MANAGEMENT,3
processed/images/WATER_DRAINAGE/water_drainage_0056.jpg,water_drainage_0056.jpg,WATER_DRAINAGE,2
processed/images/STREET_LIGHTING/street_lighting_0584.jpg,street_lighting_0584.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_0940.jpg,roads_0940.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0324.jpg,street_lighting_0324.jpg,STREET_LIGHTING,1
processed/images/STREET_LIGHTING/street_lighting_0484.jpg,street_lighting_0484.jpg,STREET_LIGHTING,1
processed/images/ROADS/roads_1845.png,roads_1845.png,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_0337.jpg,trees_environment_0337.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_1397.png,roads_1397.png,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0824.jpg,street_lighting_0824.jpg,STREET_LIGHTING,1
processed/images/TREES_ENVIRONMENT/trees_environment_0634.jpg,trees_environment_0634.jpg,TREES_ENVIRONMENT,4
processed/images/STREET_LIGHTING/street_lighting_0860.jpg,street_lighting_0860.jpg,STREET_LIGHTING,1
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0048.jpg,public_infrastructure_0048.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_1236.jpg,trees_environment_1236.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_0605.jpg,trees_environment_0605.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_1129.jpg,trees_environment_1129.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_0085.jpg,trees_environment_0085.jpg,TREES_ENVIRONMENT,4
processed/images/WASTE_MANAGEMENT/waste_management_0468.jpg,waste_management_0468.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0902.jpg,public_infrastructure_0902.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0030.jpg,trees_environment_0030.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_0684.jpg,roads_0684.jpg,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_1309.jpg,trees_environment_1309.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_1858.png,roads_1858.png,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0436.jpg,street_lighting_0436.jpg,STREET_LIGHTING,1
processed/images/WASTE_MANAGEMENT/waste_management_0052.jpg,waste_management_0052.jpg,WASTE_MANAGEMENT,3
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0441.jpg,public_infrastructure_0441.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_1374.jpg,trees_environment_1374.jpg,TREES_ENVIRONMENT,4
processed/images/TREES_ENVIRONMENT/trees_environment_1270.jpg,trees_environment_1270.jpg,TREES_ENVIRONMENT,4
processed/images/ROADS/roads_0746.jpg,roads_0746.jpg,ROADS,0
processed/images/TREES_ENVIRONMENT/trees_environment_1079.jpg,trees_environment_1079.jpg,TREES_ENVIRONMENT,4
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1056.jpg,public_infrastructure_1056.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WATER_DRAINAGE/water_drainage_0011.jpg,water_drainage_0011.jpg,WATER_DRAINAGE,2
processed/images/STREET_LIGHTING/street_lighting_0968.jpg,street_lighting_0968.jpg,STREET_LIGHTING,1
processed/images/TREES_ENVIRONMENT/trees_environment_0572.jpg,trees_environment_0572.jpg,TREES_ENVIRONMENT,4
processed/images/STREET_LIGHTING/street_lighting_0494.jpg,street_lighting_0494.jpg,STREET_LIGHTING,1
processed/images/WATER_DRAINAGE/water_drainage_0314.jpg,water_drainage_0314.jpg,WATER_DRAINAGE,2
processed/images/ROADS/roads_1091.jpg,roads_1091.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0779.jpg,public_infrastructure_0779.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_1048.jpg,public_infrastructure_1048.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/TREES_ENVIRONMENT/trees_environment_0788.jpg,trees_environment_0788.jpg,TREES_ENVIRONMENT,4
processed/images/WASTE_MANAGEMENT/waste_management_0469.jpg,waste_management_0469.jpg,WASTE_MANAGEMENT,3
processed/images/ROADS/roads_1080.jpg,roads_1080.jpg,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0766.jpg,public_infrastructure_0766.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/ROADS/roads_1785.png,roads_1785.png,ROADS,0
processed/images/PUBLIC_INFRASTRUCTURE/public_infrastructure_0305.jpg,public_infrastructure_0305.jpg,PUBLIC_INFRASTRUCTURE,5
processed/images/WATER_DRAINAGE/water_drainage_0061.jpg,water_drainage_0061.jpg,WATER_DRAINAGE,2
processed/images/ROADS/roads_0436.jpg,roads_0436.jpg,ROADS,0
processed/images/STREET_LIGHTING/street_lighting_0548.jpg,street_lighting_0548.jpg,STREET_LIGHTING,1
